Sentence,English_Translation,prefix
"@sultryceous haha, nahi pata hai to chhodo ","@sultryceous haha, if you don't know then leave it",translate English to Hinglish: 
chalk ke bahane chakkar laga liye guddu ne .  . hum to chalk lene jate the to class over hone ke baad hi aate the .  .  :p :p,"guddu circled on excuse of bringing chlak. however, when we use to go for bringing chlak, we come only after the class end",translate English to Hinglish: 
#ManmohanSingh ji 10 saal chup chaap itna kaam kr gaye ke 3 saal ho gaye bol bol ke inaguration krte krte abhi aur kitne kaam kiye hai ....,#ManmohanSingh sir in silence did so much work in ten years that it has been three years he has been inaugrating telling what he has done ..,translate English to Hinglish: 
Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,i'm ready to go for the party but what can i even do when just her brothers and sisters are invited,translate English to Hinglish: 
Bhai kya mazak hi ye 4.6 ho gye,brother what is this joke its 4.6 now,translate English to Hinglish: 
"mai to itne games me b bas ninja turtles ,  street fighter ,  car race and mario khel kar khush tha baki games par dhyan dene ka tym kiske pas tha :-d","I was happy to play  Ninja Turtles, Street Fighter, Car Race and Mario among all other games, and not at all interested in remaining games: -D",translate English to Hinglish: 
Tere saath kisne kiye yeh? Bata. Tag kar tu usko,who did this with you? . you just tag him,translate English to Hinglish: 
Data pack aur sasta karo ....,make data packs more cheap ....,translate English to Hinglish: 
"@someUSER a betrayed wife is legally allowed to kill her adulterous husband ,  but may only do so with her bare hands .  (hong kong)","@someUSER a betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (hong kong)",translate English to Hinglish: 
@kaalia_bhatt Jaani joine nahi bhai,@kaalia_bhatt not deliberately brother,translate English to Hinglish: 
"RT @areebkhurafati : Is desh me Modi Arvind Rahul ke alawa ek kisan bhi hai , uski zamin bhi hai , suicide bi hai . #SaveFarmers #WhereIsRahul","RT @areebkhurafati: in this country except modi, arvind and rahul, there is a farmer too, his land is here too, and his suicide too. #SaveFarmers #WhereIsRahul",translate English to Hinglish: 
chalk ki bahut mara mari thi apne time mein .  .  .,we used to fight a lot over chalk during our times,translate English to Hinglish: 
"kaash viva me ese rone se marks mil jaya krte .  .  .  .  "" sir padha toh tha pr abi yaad nhi aa rha  .  .  .  . boohoohoo ""  :p ;)",only if we could get marks in viva by crying like this “sir i had read this but can’t recall”,translate English to Hinglish: 
"Bilkul bhi nahi, romantic movie hai woh toh. Nahi pasand tumhe?","Not at all, that is a romantic movie. don't you like it?",translate English to Hinglish: 
@someUSER @someUSER nooooooooo !!!!!!maybe you can just look over it right before the test tomorrow and do that first,@someUSER @someUSER no !! maybe you can just look over it right before the test tomorrow and do that first,translate English to Hinglish: 
Wah maja aa gaya.,it was fun,translate English to Hinglish: 
@ROFLaaLa @Alllahdin @friendlii_ghost @Dishasatra Pehle TV abhi Print. Ye paid media ke saath 360 degrees campaign karayegi! Shaam ko radio,@Rofflala @Alladdin @Friendly_ghost @dishastra first tv print now. It will conduct 360 degree campaign with paid media! Evening radio,translate English to Hinglish: 
@Atheist_Krishna Hoshiyaar Chaddi .. Ruk ja.. thodi bheed kam ho jaane de.. ekdum dhamaka hone wala hai,"@Atheist_Krishna smarty pants, stop. just let the chaos go in some time, there is going to blast.",translate English to Hinglish: 
OMG salman bhai... Assalam o alaikum :),omg! greetings salman sir.,translate English to Hinglish: 
"@ModiBihar Kuch bhi karlo...

Modiji ke sar pe hoga jeet ka ""sehra""...

 #NitishKaChehraDiveshSehra","@ModiBihar do whatever you can...

modiji is going to have the winning crown on his head

 #NitishKaChehraDiveshSehra",translate English to Hinglish: 
"Tu unke muh par thepla maar, mirchi ke saath",hit a thepla on his face with mirchi.,translate English to Hinglish: 
RT @taran_adarsh : Ajay Devgn & Bhushan Kumar to produce a dance-action film directed by Remo D'souza . Stars Ajay Devgn & Sooraj Pancholi . S,retweet @taran_adarsh : ajay devgn and bhushan kumar to produce a dance-action film directed by remo d'souza. the film will star ajay devgn & sooraj pancholi.,translate English to Hinglish: 
"@huh_watnow Bhoot Pishach Nikat Nahi Aave, Mahavir Jab Naaam Sunave","@huh_watnow Ghost vampires did not come near, Mahavir when the name was heard",translate English to Hinglish: 
RT @Hindi_Liverpool : O tujhe dekhte hi dil mein dhan te nan hogaya Main tera haaye re jabra Hoye re jabra fan ho gaya !! #Klopp #BossTha ht,"RT @Hindi_Liverpool: a bell rang in my heart after looking at you, as soon as I looked at you, 1 became your biggest fan! #Klopp #BossTha ht",translate English to Hinglish: 
kitna fake journalism karoge @ndtv ?? kam se kam sports ko to chor do ya isme bhi paisa milta hai galat likne pe ?? #fraud,"how much fake journalism will you do @ndtv? atleast leave the sports section aside, or are you getting money for writing wrong news in this too? #fraud",translate English to Hinglish: 
"I hope Sarfaraz remembers one thing. ""Yeh match tum jeete nahin, tumko jitwaya gaya hai."" I'm with Aamir Sohail.","I hope Sarfaraz remembers one thing. ""you didn't won the match we made you win."" I'm with Aamir Sohail.",translate English to Hinglish: 
tu apni biwi se bartan manjwata hai ?,you make your wife wash the dishes?,translate English to Hinglish: 
accha laga jaan ke ki sab # kanhaiya k raaste Par nahi hai ... thanks dear #Janhavi https://t.co/b97UF7fOEn,it was nice to know that all is not on the way of #kanhaiya. thanks dear #Janhvi https://t.co/b97UF7fOEn,translate English to Hinglish: 
Koi bhi link bhejo log samajhte hai ki RT ke liye bheja. What twitter has come to.,whatever link we send people think it is for retweet. what twitter has come to.,translate English to Hinglish: 
@someUSER happy 20th birthday nick j !  hope it's one of the best !  you've accomplished so much already .  .  .  and so much more to come .  love you !,@someUSER happy 20th birthday nick j!  hope it's one of the best! you've accomplished so much already and so much more to come.  love you!,translate English to Hinglish: 
@White_Crimes chalaaki se bharpoor aurat you be,@White_Crimes you are a cunning women,translate English to Hinglish: 
"Sting to accha tha, #GhantaNegotiations bolo. Kuch faayda nahi hua @ankitlal","the sting was good, say #GhantaNegotiations. there was no benefit @ankitlal",translate English to Hinglish: 
"RT @MyLifeRCM : Abhi to trailer release huva hai , asli picture abhi baaki hai :) https://t.co/A0GBD5j907","Hrit @nyrlaifaehricn:The trailer has been released yet, the original picture is yet to be released Https://tiksio/a0grbd5j907",translate English to Hinglish: 
bas kabhi iss baat ka ghamand nahi kiya.,just never took pride on this thing.,translate English to Hinglish: 
@BabaFirki bas abhi aankh khuli hai!,@BabaFirki only now the eyes have been opened!,translate English to Hinglish: 
@madam_robena Pakistan ki women's team ne shandaar cricket khela .. unhe jeet ki bahut bahut badhai .. they are better than men's team ..,@madam_robena pakistan's women's team played excellent cricket. congratulations on their victory. they are better than men's team.,translate English to Hinglish: 
"@someUSER we have melbourne cup ,  woop thats a fab horse racing day &amp; we have christmas ,  easter ,  good friday ,  australia day ,  idk heaps haha","@someUSER we have melbourne cup, woop thats a fab horse racing day and we have christmas, easter, good friday, australia day, i don't know heaps haha.",translate English to Hinglish: 
if you call me 'good girl' one more time you may find my scolding hot coffee heading towards your crotchal region .,"if you call me “good girl” one more time, you mayl find my scorching hot coffee heading towards your crotchal region.",translate English to Hinglish: 
he he he pitaayi ke beech mein bhi luncher paaji kha hi rahe hain :p :p epic :),he he he luncher paaji is eating even in the middle of a beating :p :p epic :),translate English to Hinglish: 
kash yaar .  .  .  .  kismat hi futi hui hai is baar,i wish. my luck is out this time.,translate English to Hinglish: 
Matlab yahan par apni behen ko kyu ghusana hai? https://twitter.com/pigeonladyX/status/753245590767665153 …,meaning why do your sister have to enter here? http: //twitter.com/pizonnalyx/states/753245590767665153…,translate English to Hinglish: 
"""Viru: Yaad hai jab 2003 me aapke over me Sachin ne 20 runs maare the
Shoaib: Aapko mera kuch acha bhi yaad hai"" ROFLCOPTER #IndvsAus",Viru: Remember in 2003 Sachin scored 20 runs in your over. Shoaib: Do you even remember my good moments? ROFLCOPTER #IndvsAus,translate English to Hinglish: 
"Roz badlo apna kachcha
Ab ki baar @_GandaBachcha

Hahahaa",change your briefs everyday. next time @_GandaBachcha. hahahaa!,translate English to Hinglish: 
salman sir plz reply..my cmnt my dream wil cm true.. plz reply with my name,"Salman Sir, please reply, 'my cement, my dream' will come true. Please reply with my name.",translate English to Hinglish: 
really this one is nice movie n nice song .  .  .,really this is a nice movie and nice song.,translate English to Hinglish: 
"@KajuBadamChor bas do boond nikal lo baahar, ab zindagi anandmayi hai","@KajuBadamChor just let out two drops, then your life will become blissful.",translate English to Hinglish: 
just bought my 1st heineken beer in las vegas .  ps i've lived here for 5 yrs ~what took me so long !  http/URL,just bought my 1st heineken beer in las vegas. P.S. i've lived here for 5 yrs. what took me so long!  http/URL,translate English to Hinglish: 
"beating the retreat ceremony is conducted on the evening of january 29 ,  the third day after the republic day .  #facts","beating the retreat ceremony is conducted on the evening of january 29 , the third day after the republic day . #facts",translate English to Hinglish: 
@iamGunjanGrunge ok aankh nahi utaunga.. Kuch aur....,"@iamGunjanGrunge ok, will not lift my eyes, but something else.",translate English to Hinglish: 
#MumbaiTaughtMe DAT Knowing the local language is like Half war win .,#MumbaiTaughtMe that knowing the local language is like winning half the war.,translate English to Hinglish: 
hahaha shan ko dekh kr school ke din yaad aagaye  .  .  .  .  .  .  .,(laughs) i remembered my school days after seeing shan,translate English to Hinglish: 
Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha,you will also get justice. If not here then there….if prophet wills,translate English to Hinglish: 
"bas aise hi, magar kabhi ghamand nahi kiya",just like that but never boasted,translate English to Hinglish: 
@being_humor are nahi. Maine kuchh bhi nahi kiya :),@ Being_Humor Oh no. I do not anything :),translate English to Hinglish: 
@AndColorPockeT Aajkal to utne bhi nahi lagte..,@AndColorPockeT nowadays we don't even get these..,translate English to Hinglish: 
@Being_Humor Meri Bhopal me ek friend hai.. Woh Rajshree gutkha khati hai,@Being_Humor one of my friend is in Bhopal. She eats rajshree gutkha.,translate English to Hinglish: 
"Wazan Sonakshi Sinha, dress Aishwarya ke size wali.","weight like sonakshi sinha, dress of aishwarya's size",translate English to Hinglish: 
@Rialisticme Golden Globe mila kya?,@Rialisticme did you find the golden globe? ,translate English to Hinglish: 
kaash kachua sir bhavnao ko samjh sakte . . :p,i wish kachua sir understood the feelings ,translate English to Hinglish: 
Sahi cheej par debate ki jaroorat hai #tripletalaq koi NHI karega na Karne Dega but desh k tukde k bare me savko #FreedomOfSpeech chahiye ..,debate is necessary on the right thing #tripletalaq no one will do nor will let do but for country's piece everyone want #FreedomOfSpeech ..,translate English to Hinglish: 
"Dhakad!
Raftaar kills it!https://twitter.com/badechote/status/808573787876691968 …",classy! raftaar kills it! https://twitter.com/badechote/status/808573787876691968 …,translate English to Hinglish: 
"Yaar, koi ye bata do ke yeh ladki hai kaun?https://twitter.com/Sarcaism_/status/733178336147562496 …",somebody tell me who this girl is?https://twitter.com/Sarcaism_/status/733178336147562496 …,translate English to Hinglish: 
"Duniya Ky Libaon Men Sub Se Zeyada Khobsorat Libaas "" HAYYA "" Ka Libaas Hai . Good MorningBy Shoukat Baloch From SINDH","from all the clothes in the world, the most beautiful one is “HAYYA”. good morning by shoukat baloch from sindh",translate English to Hinglish: 
Pyar mein _____ jhukana padta hai.,in love _____ need to bow,translate English to Hinglish: 
new die hard movie coming out feb 14 . . looks like bruce willis is going to be my valentines date:o),new die hard movie coming out feb 14. looks like bruce willis is going to be my valentine date,translate English to Hinglish: 
@floydimus Aculy Vimal Pan Masala : Daane daane mein 'kesar' ka dumb,@floydimus aculy vimal pan masala: daane daane me kesar 'dumb,translate English to Hinglish: 
"@rootofall3vil climate change nahi hua hai, hum change ho gaye hain","@rootofall3vil climate change has not happened, we have changed",translate English to Hinglish: 
@Atheist_Krishna naraaz ho gayee,@Atheist_Krishna are you upset,translate English to Hinglish: 
"tere liye ladka ladki equal hai to tu shaadi karte time toss karna head tail ki kisse shadi krun,  ladke se yaa ladki se  .  .  .  .","for you, being a boy or a girl is the same, so hile marrying, you should toss head or tail to decide whom to marry, a girl or a boy",translate English to Hinglish: 
"Shashikala be like ""Maine kaha tha na Jaya ke jaane ke 2 mahine ke andar CM ban kar dikhaungi..""pic.twitter.com/XnULxJEgfX","shashikala be like ""i had already told you that i will become pm 2 months after jaya leaves..""pic.twitter.com/XnULxJEgfX",translate English to Hinglish: 
"#FF @rushingquark 
Bhai one side hai.",#FF @rushingquark it's one-sided bro.,translate English to Hinglish: 
@kavitabika Australia se kya laaye mere liye @witchybitchygal,@kavitabika what did you get for me from australia @witchybitchygal,translate English to Hinglish: 
@Moskvaa haa kon aata?,@Moskvaa yeah who would have come?,translate English to Hinglish: 
"Dhoni jin logo ko bahar kiya "" aaj o log commentary aur social media k jariye #Dhoni ko bahar kiya 0 #morons","the ones dhoni kicked out, today those people used commentary and social media to kick #Dhoni out. #morons",translate English to Hinglish: 
"chhod do usse, mujhe pakad ko","leave him, catch me",translate English to Hinglish: 
@ajayendar haha.. Par ulti maarne ke baad bohot achcha lagta hai,"@ajayendar haha. but after hitting back, it feels good.",translate English to Hinglish: 
Bajrangi bhaijaan 4:30 b baj gaye Kb aaoge.. Bhai kl Mera birthday.. Kal ki party meri taraf se,"Bajrangi brother it is 4.30, when will you come? brother tomorrow is my birthday. tomorrow's party from my side.",translate English to Hinglish: 
"@IamSalaar Kya bhai , Dafan karne aaye the khud hi dafan ho gaye . lol","@IamSalaar what brother, you were here to bury him and now yourself are buried . laugh out loud",translate English to Hinglish: 
"@ImRaina U know , Mahashivratri kyu celebrate karte hai ? Bcoz , Issi Shivratri ke din God Shivji ne Mata Parvati se shadi ki thi .","@ImRaina you know ,  why is mahashivratri celebrated ? because , god shivji married mother parvati on this day of shivratri .",translate English to Hinglish: 
mainland police repatriate wanted fugitives to taiwan: police on the chinese mainland on thursday repatriated 10 .  .  .  http/URL,mainland police repatriate wanted fugitives to taiwan: police on the chinese mainland on thursday repatriated 10.,translate English to Hinglish: 
@MeetUunngLee bhai kya?,@MeetUunngLee what brother ?,translate English to Hinglish: 
Rahul Dravid You're Our Lucky Charm :') #DDvKKR,rahul dravid you're our lucky charm. #DDvKKR,translate English to Hinglish: 
you wish to become Adele? Yaar bahot rotdu hai yahan tumko bhi number lagana hai?,"you wish to become adele? man, there's a lot of competition over her , do you want to join as well?",translate English to Hinglish: 
doosre section ki bandiyan bhi taad lete the :p,used to stalk girls of other sections from far away,translate English to Hinglish: 
Aur unse bhi bewakoof wo log hai to apne bio me #WithRG likhte hai.. Saalo sharam nahi aati kya tumko  https://twitter.com/niruti/status/652388127424647168 …,and dumber than them are those people who write #WithRG in their bio. don't you have any shame?https://twitter.com/niruti/status/652388127424647168Â â€¦,translate English to Hinglish: 
@P2makodo btw ye aunty kon hai ?,@P2makodo by the way who is this aunty?,translate English to Hinglish: 
@abhijeetsinger han bhai mil jayegi haddi. Arbaaz aur Sohail ko bhi tag kar deta,"@ abhijitsinger yes brother, you will get bone. you should also have tagged arbaaz and sohail",translate English to Hinglish: 
"Har Har Mahadev "" @KalrajMishra : Aap abhi ko Mahashivratri ki hardik shubhkamnayein ... Wish you all a very Happy Mahashivratri !!! """,har har mahadev @KalrajMishra : wish you all a very happy mahashivratri .. wish you all a very happy mahashivratri !,translate English to Hinglish: 
abki baar guddu ke ghar tindey nahi bane  ?  :d,did guddu's house not become tinday this time? : d,translate English to Hinglish: 
kya baat kar raha hai? @KyaUkhaadLega,what are you talking? @KyaUkhaadLega,translate English to Hinglish: 
"this is an historical gag in this series . this signifies  "" guddu aab bara ho chuka hai ""   .  .  .  . ",this is an historical gag in the series. this signifies that “guddu has grown up now”,translate English to Hinglish: 
maine kab mute kiya tumhe?,when did i mute you ?,translate English to Hinglish: 
"guddu tere school ki chutti ,  jab tak world cup chalega ;-)","guddu there is holiday in your school, till the worldcup is going on ;-)",translate English to Hinglish: 
Internet bhi nahi chal raha . Kia manhoos Sunday hai .,Internetis not working s well. this sunday is cursed.,translate English to Hinglish: 
ka hai bhaiya  .  bahot din baad nazar aaye  ?  ?  ?  sab kusal mangal hai na,what brother.  i saw you after many days?  is everything okay?,translate English to Hinglish: 
ye hai dhasu look..../ilu viii,this is awesome look,translate English to Hinglish: 
aisa hota hi toh nahi hai :(,this doesn't happen,translate English to Hinglish: 
Aise hi time waste kar ke 5 saal nikaal lo.https://twitter.com/narendramodi/status/779715981916667904 …,You can spend 5 years wasting time like this. https://twitter.com/narendramodi/status/779715981916667904 …,translate English to Hinglish: 
@MeetUunngLee 50. shades. of. grey... mera bhi kata,@ Meetunangali 50. Shades. Of Gray ... mine too chopped,translate English to Hinglish: 
@Atheist_Krishna samaj gaya  @kinjealous,@Atheist_Krishna did you understand @kinjealous,translate English to Hinglish: 
"Upar Upar Upar Upar Upar Upar.. In the air..

RT @FirstpostSports: CAPTIONS please...... #Taylor #Russell #IndVsWIpic.twitter.com/P9JDHW0JRs","up up up up up .. In the air..

retweet @FirstpostSports: CAPTIONS please...... #Taylor #Russell #IndVsWIpic.twitter.com/P9JDHW0JRs",translate English to Hinglish: 
@coolfunnytshirt Yahan par sabhi fakr hai.,@coolfunnytshirt everyone is proud here,translate English to Hinglish: 
Salman khan kaha ho?,where are you salman khan?,translate English to Hinglish: 
"@Alllahdin Haha! Dangal mein isse le leta Aamir, baakiyon se itni mehnat karane ki zaroorat nahi thi!","@Alllahdin Haha! Aamir would have taken it in the riot, there was no need to work so hard with the rest!",translate English to Hinglish: 
@Ra_Bies Kya haalchaal khajoori mal?,@Ra_Bies kya how are you?,translate English to Hinglish: 
@nitinysharma chal raha tha,@nitinysharma was running,translate English to Hinglish: 
#WhatMothersWant JOOTE GHAR KE BAAHAR NIKAALO,#WhatMothersWant open the shoes outside the house,translate English to Hinglish: 
yahi ek dava hai thand ki .  .  .  .  .  .  .  . baki ke to side effect hai,"this is only cure for cold, everything else is a side effect",translate English to Hinglish: 
Sir suna hai aapki good news aane wali hai.. Badhaihttps://twitter.com/digvijaya_28/status/671118831901798400 …,"Sir, I have heard your good news is about to come. Congratulations ://twitter.com/digvijaya_28/status/671118831901798400",translate English to Hinglish: 
@KyaUkhaadLega Deti nahi sirf leti hai :D,@KyaUkhaadLega does not give only takes,translate English to Hinglish: 
"#modiji Zara gour kijiye #petrol ke baare me or #GST ke bare ""me bullet train se zyada Abhi India me or zyada zaruri hai jo roz marrati 3/4",#modiji please take note of #petrol and of #GST more than bullet train right now in India are more important daily 3/4,translate English to Hinglish: 
@AksharJi @neeerajbadhwar Shukriya,@AksharJi @neeerajbadhwar welcome,translate English to Hinglish: 
cheapest nahi pucha. Best pucha hai.,I didnt ask for the cheapest .I asked for the best,translate English to Hinglish: 
Aaj ki party mere taraf se..,Today's party from my side ..,translate English to Hinglish: 
@Atheist_Krishna haha! HDMI ka sahi upyog. Poora IIT ka banda lag raha hai,"@Atheist_Krishna haha! good use of HDMI, looks exactly like an IIT guy",translate English to Hinglish: 
@nahid isnt your reply an answer,@nahid isn't your reply an answer?,translate English to Hinglish: 
aap ik baar #donald #trump and #LALUPRASAD #YADAV JI KA INTER VIEW EK #sath kr ke dikhaye .....,once take an interview of #donald #trump and #LALUPRASAD #YADAV #sath,translate English to Hinglish: 
"garbage bin ,  kahan gayab ho jate ho .  .  :(","Garbage bin, Where do you get lost?",translate English to Hinglish: 
"Ek #surgicalStrike #reservation system pe v jaruri hai "" hmlog category dekh k naukari dete hai isliye hmlog","a #surgicalStrike is also in progress against #reservation system. we people give jobs based on category, that's why.",translate English to Hinglish: 
@huh_watnow aaj kitne dino ke baad gali me aaj chand nikla,"@ Han_watno it has been days since today the moon came out in the street
",translate English to Hinglish: 
"cant wait to move to hawaii this saturday !  promotion ,  new townhouse ,  new car &amp; with myking .  .  .  definitely a happy girl :)","can’t wait to move to hawaii this saturday! i’ve a promotion, new townhouse, new house and with my king. definitely a happy girl.",translate English to Hinglish: 
insa-allah ye sare record torogi,"Oh my god, She will break all the records.",translate English to Hinglish: 
"@LoKarDi_RT Tujhe sign up kar ke 1000 rs mere account me daalne padenge, tab hi recharge ho payega. ","@Locardi_rat you should first sign up and send 1000rs to my account, then and only the recharge is done.",translate English to Hinglish: 
thanks garbage bin .  .  .  kuch yaad dila diya tumne .,thanks garbage bin .  .  .  you made me remember something .,translate English to Hinglish: 
"Har bande ki yahi kahaani, weekend par kharch poori jawaani.https://twitter.com/Alllahdin/status/730634670078070784Â â€¦","this is the story of everyone, spend all of the youth during weekends. https://twitter.com/Alllahdin/status/730634670078070784",translate English to Hinglish: 
l @AshwinPaddy mai is naam par pehle bhi objection kar chukan hun. is naam se meri book ek saal pehle aayi thi...aapke writer ne kaha tha...,i @AshwinPaddy have objection on the name. my book was published with this name one year before..your writer told me. ,translate English to Hinglish: 
"@runjhunmehrotra isiliy toh aadhi batein boli, aadha cavity aadha root kanal. Technicality ko samjho","@runjhunmehrotra this is why only half of the things is told, half cavity and half root canal, understand the technicality behind it",translate English to Hinglish: 
"Pic1: Ek chota sa kaam hai
Pic2: Jaldi se marne ki acting kar Modi ji aa rahe hai
Pic3: OK
Pic4: Bwahaha maza aaya..pic.twitter.com/73jaKnSy5F","Pic1: I have a small favor to ask of you.
Pic2: Modi ji is coming, hurry and try to act dead.
Pic3: OK
Pic4: Bwahaha Had fun. pic.twitter.com/73jaKnSy5F",translate English to Hinglish: 
Mote @thetanmay aaj tera din hai.. 10 May..,fat @thetanmay today is your day.. 10 May..,translate English to Hinglish: 
haaye !!maa ki yaad dila di .. :) love you mom .,Hey! ! Ma ki yad dila d. . :) Love you Mom.,translate English to Hinglish: 
Hello @NSaina ji.. Ek ladki shaadi ke liye maan nahi rahi.. Aap meri taraf se usko bol ke dekho na.. Aapki baat to sab maante hai.. Pls pls,"Hello @NSaina, there is a girl who is not agreeing to get married, please try to convince her on behalf of me, everyone listens to you, please",translate English to Hinglish: 
"_/\\_ I actually know this guy and it's a true story , in fact this guy is M2K but for some reason he chose not to sign his name to the post ~ Eddie","_/\\_ I actually know this guy and it's a true story , in fact this guy is M2K but for some reason he chose not to sign his name to the post ~ Eddie",translate English to Hinglish: 
Sir ji app ksy hoo???Hmlogo k apk flim k bauth din sa intyjar tha so..........Ap k film bajrangi bhaijan jarur dkhgy....We LOVE YOU.SALMAN Sir....,"Sir, how are you? We were waiting for your film since so long ... we will definitely see your fil bajrangi bhaijaan .... We love you Salman Sir..",translate English to Hinglish: 
"humne jhagde solve kar liye hai, ab sirf pyar hai.","We have solved our problems, now it's only love between us.",translate English to Hinglish: 
@Atheist_Krishna meri bhi karde aisi pic photoshop,@Atheist_Krishna photoshop my picture like this.,translate English to Hinglish: 
ise koi mudda to mila ni  . kyunki govt is doing good work even .  p m has given good response  . so anna has no more issues  .,"He did not found any issues because government is doing good work. Prime Minister has given good response, So Anna has no more issues",translate English to Hinglish: 
sharma ji ka launda aaj pit hi gaya .  .  :d,sharma ji's friend got beaten up today. . : d,translate English to Hinglish: 
"Jai Hind Aunty! Aaj jashn hoga, bharat ka jashn, asli swaad ka jashn, vimal ke 25 saal ka jashn. Daane daane mein mutton ka swad","jai hind aunty! today we will celebrate, india's festival, festival of real taste, festival of 25 years of vimal. every grain has the essence of saffron",translate English to Hinglish: 
"@DuttYogi Amazing , Bhai , All the best ! Jeet Hamari hi hai !","@DuttYogi Amazing , Bhai , All the best ! we will win !",translate English to Hinglish: 
"wapas bulao use, mumbai ke theke loss me jaa rahe hai @VikrantShanbhag","call him back, the mumbai stores are in losses @VikrantShanbhag",translate English to Hinglish: 
"MMS aapke 'Sharifon' ki bhaasha nahin samajh rahe the, isiliye Modi ",manmahon singh couldn't understand the language of your gentry modi sir.,translate English to Hinglish: 
wow .  .  !  !  users now get free mobile recharge of rs . 350 in just 2 minutes .,wow! users now get free mobile recharge of rs 350 in just 2 minutes.,translate English to Hinglish: 
@santravendor @MohsinAfridi_ @ZHaider514 ha to bhai tum kuch keh rahe the sun re paki baap humesa baap hota hai,"@santravendor @MohsinAfridi_ @ZHaider514 brother you were saying something, listen pakistani father always remains a father.",translate English to Hinglish: 
Unhe shark ki nigahon se dekhna chahiye.https://twitter.com/Roflindian/status/666585892413280256 …,they want to look through eyes of the shark. https://twitter.com/Roflindian/status/666585892413280256 …,translate English to Hinglish: 
"kachhua sir kabhi history padhate hain ,  kabhi hindi aur aaj english padhane lag gaye ?  ? ","kachhua sir teaches history sometimes, sometimes hindi and today he started teaching english ? ?",translate English to Hinglish: 
@Blusafire thanks. Ab ya to us paar ya us paar,@Blusafire thanks. now either over there or over there,translate English to Hinglish: 
Mitroon ! Aaj Rat 12 baje se #Bitcoin ka leagal tender amaanya hoga !,friends! from 12 tonight #Bitcoin will be invalid as legal tender!,translate English to Hinglish: 
Secular log #Diwali ki taiyaari kar rahe honge,Secular people must be preparing for # Diwali,translate English to Hinglish: 
@ammoloaded holi ki chutti hai Friday ko,@ammoloaded It is holi's holiday on friday.,translate English to Hinglish: 
@The_Sleigher bhai tere fake accouts bohot pareshaan kar rahe hai,@The_Sleigher brother your fake accounts are extremely upsetting,translate English to Hinglish: 
"Sabko sirf apni ghar ki padi hai, isiliye desh ki phatti padi hai.",everyone thinks of his own home so the country is teared down.,translate English to Hinglish: 
"RT @armaankohli : Om namoh shiva , Babaji sab Ke sath mere sath thoda zayada :-) wishing all BAM BHOLE NATH :-) mahashivratri ke badhaiya : -","salutations to lord shiva! dear priest, help everyone but help me more! happy mahashivaratri!",translate English to Hinglish: 
"@drpoonam ab iss par rone ka bhi koi matlab nahi, old monk piyo.","@drpoonam There is no meaning in crying on this now, drink old monk.",translate English to Hinglish: 
"talking about act's &amp;&amp; sat's ,  deciding where i want to go to college ,  applying to colleges and everything about college stresses me out . ","talking about act's and sat's ,  deciding where i want to go to college ,  applying to colleges and everything about college stresses me out . ",translate English to Hinglish: 
@Atheist_Krishna Dekhi to tune Poonam Pandey ki ch**t bhi nahi.. Par hai na ,),translate English to Hinglish: 
" "" did you see that andy carroll header ?  what technique !  ""   "" c'mon !  that's not technique .  technique is passing the ball 5 yards 50 times .  "" "," "" did you see that andy carroll header ?  what was that technique! come on!  that's not a technique. technique is passing the ball 5 yards 50 times."" ",translate English to Hinglish: 
via @iishitav ! Main bada aadmi ban gaya ,p https://t.co/0J7Bodd3dU,translate English to Hinglish: 
The name of the university is JAVAHARLAL NEHRU ...... naam kaafee hai samjhnekeliye #JNU,the name of the university is javaharlal nehru ...... name is enough for explaining #JNU,translate English to Hinglish: 
Zara soongh ke batao mantriji nashta mein kya hai?https://twitter.com/NewsBytesApp/status/880371686721241088 …,dear minister tell us what is in  breakfast after smelling https://twitter.com/NewsBytesApp/status/880371686721241088 …,translate English to Hinglish: 
Jo #indians abhi bhi calendar dekh k non-veg khaate hai ab unhe #GST kon samjhaaye,"thoes #indians who eats not-veg after seeing the calender, who will make them understang about #GST",translate English to Hinglish: 
rishta pakka ho gaya kya ?,Is your relationship fixed?,translate English to Hinglish: 
".@NitishKumar sare moral courage ka theka Modi ne liya hai kya? tum jo chor-uchakke Lalu ki bahon me jhool rahe ho, where's ur moral courage",has modi taken all responsibility for moral courage @NitishKumar? where is your moral courage when you are swinging in the arms of corrupt lalu,translate English to Hinglish: 
Aapne tatti khaayee hai ? https://twitter.com/nimitdell/status/799967383553064960 …,Have you had shit  ? https://twitter.com/nimitdell/status/799967383553064960 …,translate English to Hinglish: 
"@MeetUunngLee bhai, Bas hogaya kal tujhe phone kar ke gaaliyan dunga. DM","@MeetUunngLee brother, tomorrow I will just call you and  abuse you. direct message",translate English to Hinglish: 
GOPI VAHU.. JAA MERE LIYE KHAMBA KELAR HAA.,"Gopi daughter in law, Go and bring beer for me.",translate English to Hinglish: 
Chadha ki chadhi utar gayee 2 din mehttps://twitter.com/raghav_chadha/status/839014818199658496Â â€¦,chadha's briefs came out in 2 days https://twitter.com/raghav_chadha/status/839014818199658496,translate English to Hinglish: 
